theta,dtheta,surrate,initialGuess,a
0.1439896632895321,0.0087266462599716,0.00075,20.0,266.31548711468554
0.1439896632895321,0.0087266462599716,0.00125,20.0,202.6976997225757
0.1439896632895321,0.0087266462599716,0.00175,20.0,169.24177148109476
0.1439896632895321,0.0087266462599716,0.00225,20.0,147.85368272536152
0.1439896632895321,0.0087266462599716,0.00275,20.0,132.69857133082212
0.1439896632895321,0.0087266462599716,0.00325,20.0,121.2498717275108
0.1439896632895321,0.0087266462599716,0.00375,20.0,112.21372231712182
0.1439896632895321,0.0087266462599716,0.00425,20.0,104.85045213302196
0.1439896632895321,0.0087266462599716,0.00475,20.0,98.70278240287082
0.1439896632895321,0.0087266462599716,0.00525,20.0,93.47091902707004
0.1439896632895321,0.0087266462599716,0.00575,20.0,88.94911240437574
0.1439896632895321,0.0087266462599716,0.00625,20.0,84.99087585359253
0.1439896632895321,0.0087266462599716,0.00675,20.0,81.48872615073007
0.1439896632895321,0.0087266462599716,0.00725,20.0,78.36178752580662
0.1439896632895321,0.0087266462599716,0.00775,20.0,75.54789076811663
0.1439896632895321,0.0087266462599716,0.00825,20.0,72.99836074323326
0.1439896632895321,0.0087266462599716,0.00875,20.0,70.67447455891228
0.1439896632895321,0.0087266462599716,0.00925,20.0,68.54499263500001
0.1439896632895321,0.0087266462599716,0.00975,20.0,66.58438574113248
0.1527163095495038,0.0087266462599716,0.00025,20.0,478.2707199788821
0.1527163095495038,0.0087266462599716,0.00075,20.0,266.5944849384384
0.1527163095495038,0.0087266462599716,0.00125,20.0,202.91080450067503
0.1527163095495038,0.0087266462599716,0.00175,20.0,169.42022399827712
0.1527163095495038,0.0087266462599716,0.00225,20.0,148.00998247960004
0.1527163095495038,0.0087266462599716,0.00275,20.0,132.83917423740928
0.1527163095495038,0.0087266462599716,0.00325,20.0,121.3786167604323
0.1527163095495038,0.0087266462599716,0.00375,20.0,112.3331083085014
0.1527163095495038,0.0087266462599716,0.00425,20.0,104.96221178746292
0.1527163095495038,0.0087266462599716,0.00475,20.0,98.80817479076224
0.1527163095495038,0.0087266462599716,0.00525,20.0,93.57089270232473
0.1527163095495038,0.0087266462599716,0.00575,20.0,89.0444028127396
0.1527163095495038,0.0087266462599716,0.00625,20.0,85.08206671524344
0.1527163095495038,0.0087266462599716,0.00675,20.0,81.5762898587592
0.1527163095495038,0.0087266462599716,0.00725,20.0,78.44611270531054
0.1527163095495038,0.0087266462599716,0.00775,20.0,75.62930165179782
0.1527163095495038,0.0087266462599716,0.00825,20.0,73.07713114808178
0.1527163095495038,0.0087266462599716,0.00875,20.0,70.7508381943769
